ID,BMI                     ,Stature,DeltaV                  ,CushionStiffness        ,LapBeltFriction         ,LoadLimiter             ,SeatFriction            ,ShoulderBeltFriction    ,AirBagInflation         ,AirBagVenting           ,Normalized ChestD,FFL                     ,FFR                     ,HIC                     
949,20.82857143,1.86,40.4,1.567647059,0.28,1.261176471,1.45,0.21,1.748666667,1.323333333,0.02564265,6881.9,6662.2,412.38
950,26.22857143,1.72,20.9,0.985294118,0.15,1,1.14,0.38,1.748666667,0.92,0.014749141,3424.4,2808.6,38.264
952,30.08571429,1.66,45.5,0.65,0.45,0.890588235,1.05,0.95,1.748666667,0.949333333,0.021362332,4635.3,5858.4,187.78
953,31.5,1.75,39.8,0.570588235,0.24,1.257647059,0.85,0.34,1.748666667,0.722,0.022262042,5931.7,5688.1,221.4
954,28.8,1.74,36.2,1.029411765,0.22,0.964705882,1.4,0.1,1.756,1.25,0.026559078,5438.5,4471.7,110.99
955,39.47142857,1.64,43.4,1.920588235,0.86,0.922352941,0.93,0.66,1.748666667,1.022666667,0.019790589,5796.4,6239.9,173.5
956,36.51428571,1.81,48.8,0.879411765,0.67,1.06,0.98,0.37,1.741333333,1.206,0.044030255,7866.2,9185.8,614.16
957,44.61428571,1.85,36.5,0.535294118,0.44,0.749411765,0.88,0.42,1.756,1.228,0.0329883,7619.8,8749.9,337.8
958,39.08571429,1.81,30.2,1.832352941,0.12,1.102352941,1.89,0.19,1.756,1.338,0.02447319,5470,3990,155
959,23.01428571,1.64,27.8,0.65,0.25,1.12,1,0.69,1.756,1.763333333,0.01672855,3499.8,3921.1,293.9
960,42.81428571,1.71,33.5,1.805882353,0.74,1.271764706,0.8,0.22,1.756,1.220666667,0.021128053,6792.1,5680.9,148.96
961,18.51428571,1.86,21.8,0.817647059,0.84,1.063529412,1.62,0.66,1.756,1.059333333,0.025312633,4808.9,3386.8,88.42
962,27.9,1.6,42.8,1.858823529,0.47,1.264705882,1.55,0.89,1.756,0.773333333,0.014333937,3702.4,5266.3,166.53
963,41.65714286,1.59,43.7,0.552941176,0.24,1.007058824,1.14,0.83,1.763333333,1.36,0.055826792,8538,9644.1,370.92
964,29.95714286,1.72,40.4,1.638235294,0.66,1.183529412,1.07,0.4,1.763333333,0.817333333,0.015288486,4664.1,5413.7,150.15
965,41.65714286,1.67,24.8,1.558823529,0.35,0.791764706,1.46,0.56,1.763333333,1.712,0.019768451,4056.7,4089.6,104.07
966,34.84285714,1.84,42.2,1.258823529,0.8,0.961176471,1.41,0.95,1.763333333,1.514,0.041334506,7212.2,7426.5,444.05
967,27,1.63,31.4,0.897058824,0.73,0.823529412,1.72,0.15,1.763333333,1.704666667,0.019153569,3421.1,4003.3,268.96
968,38.95714286,1.67,45.5,0.967647059,0.56,1.155294118,1.73,0.35,1.763333333,1.169333333,0.020932504,4921,5290.7,274.2
969,33.42857143,1.6,32,0.685294118,0.56,1.278823529,1.26,0.38,1.770666667,0.868666667,0.02305093,4687.2,6082.2,191.56
970,36,1.76,35.6,1.691176471,0.26,0.767058824,1.76,0.35,1.770666667,1.374666667,0.030379968,4810,4950,154
971,27.9,1.7,45.8,1.355882353,0.87,0.869411765,0.9,0.72,1.770666667,0.780666667,0.013919669,5025.4,5405.7,302.29
972,36.77142857,1.58,24.5,1.505882353,0.73,1.024705882,0.58,0.96,1.770666667,1.154666667,0.017452135,4157.5,4354.7,94.726
973,25.45714286,1.55,38.9,1.073529412,0.37,1.035294118,1.84,0.67,1.770666667,0.766,0.027974388,1855.2,2402.2,247.2
974,43.58571429,1.75,27.2,0.879411765,0.5,1.028235294,1.59,0.43,1.770666667,1.118,0.018181056,5297.1,4354.7,41.476
975,38.7,1.69,22.7,1.744117647,0.15,0.954117647,1.1,0.63,1.770666667,1.770666667,0.014678063,3894.7,3878.9,173.72
976,24.55714286,1.57,48.5,0.888235294,0.81,0.781176471,1.48,0.69,1.778,0.949333333,0.028474245,3256.7,4056.6,429.52
977,39.21428571,1.54,41,1.876470588,0.45,1.148235294,1.11,0.13,1.778,1.528666667,0.039100853,4530,5000,2740
978,23.4,1.73,44.9,0.517647059,0.97,1.102352941,0.69,0.98,1.778,1.257333333,0.019522164,4540.8,7134.6,265.91
979,32.4,1.72,41.9,1.408823529,0.38,1.038823529,0.76,0.36,1.778,1.448,0.023723142,5399.6,6036.3,157.42
980,21.21428571,1.63,46.1,1.894117647,0.54,0.798823529,0.82,0.97,1.778,1.396666667,0.02131181,3270,4080,344
981,41.78571429,1.85,35.6,1.461764706,0.59,1.067058824,1.87,0.7,1.778,0.971333333,0.021742954,6572.3,7964.4,138.81
982,26.1,1.6,28.4,1.461764706,0.32,0.717647059,1.25,0.83,1.778,0.736666667,0.021562203,2438.9,2679.3,69.205
983,39.98571429,1.7,38.6,1.479411765,0.81,0.742352941,0.99,0.16,1.785333333,1.176666667,0.027516486,5568.2,5385.8,137.63
984,21.72857143,1.58,43.4,1.311764706,0.36,0.894117647,1.5,0.61,1.785333333,1.257333333,0.027624486,2059.8,1825.7,438.94
985,33.94285714,1.74,36.5,1.320588235,0.88,0.904705882,0.83,0.27,1.785333333,1.741333333,0.028719509,5635.4,5445.4,376.14
986,37.02857143,1.76,38,0.914705882,0.59,0.788235294,1.13,0.94,1.785333333,1.675333333,0.044452179,6650,6160,389
987,27,1.89,48.5,1.841176471,0.31,0.728235294,1.87,0.8,1.785333333,1.411333333,0.040040781,6084.2,8580.5,1042.8
988,30.6,1.57,26.3,1.717647059,0.16,1.247058824,0.52,0.49,1.785333333,1.074,0.01782754,3048.4,4023.2,69.328
989,40.62857143,1.83,44.6,1.232352941,0.35,1.289411765,0.96,0.78,1.785333333,1.015333333,0.031657119,7531.6,9780.5,350.83
990,35.87142857,1.78,24.8,0.826470588,0.34,1.123529412,1.79,0.85,1.792666667,0.722,0.015995826,4266.1,3470.4,76.591
991,32.01428571,1.63,30.5,0.694117647,0.16,0.777647059,1.11,0.85,1.792666667,1.110666667,0.013918118,3817.4,4899.3,98.933
992,27.51428571,1.73,24.8,1.135294118,0.94,1.155294118,0.76,0.92,1.792666667,0.986,0.014397802,3485.3,3769.9,64.359
993,19.92857143,1.76,22.1,0.508823529,0.46,1.225882353,0.95,0.27,1.792666667,1.279333333,0.015179063,4534.7,5921.6,47.589
995,39.6,1.77,33.8,1.761764706,0.3,0.950588235,0.53,0.4,1.792666667,0.868666667,0.024603502,5841.4,5990.7,69.71
996,37.54285714,1.89,29.3,1.638235294,0.1,0.883529412,0.88,0.5,1.8,1.279333333,0.018031757,5917.1,7754.2,80.169
997,26.1,1.77,46.7,1.594117647,0.74,0.915294118,1.84,0.62,1.8,1.668,0.032826567,5680,8630,815
998,31.37142857,1.89,33.8,1.461764706,0.41,1.109411765,1.32,0.84,1.8,1.572666667,0.01863668,5810,7610,265
999,35.48571429,1.53,40.1,0.711764706,0.85,0.985882353,1.38,0.33,1.8,0.978666667,0.014867343,3430,5090,375
